CHFHUF,,https://www.investing.com/currencies/chf-huf-forward-rates;
USDCHF,,https://www.investing.com/currencies/usd-chf-forward-rates;
EURUSD,,https://www.investing.com/currencies/eur-usd-forward-rates;


