USDHUF,span.text-2xl,https://www.investing.com/currencies/usd-huf;
TIPS30,span.priceText__0550103750,https://www.bloomberg.com/quote/GTII30:GOV;
EURUSD,span.text-2xl,https://www.investing.com/currencies/eur-usd;
PEMEX48,body,https://www.borsaitaliana.it/borsa/obbligazioni/eurotlx/dati-completi.html?isin=US71654QCL41&lang=en;
REPCON,x,https://www.boerse-frankfurt.de/bond/xs0334989000;

