USDHUF,,https://www.investing.com/currencies/usd-huf;
TIPS30,,https://www.bloomberg.com/quote/GTII30:GOV;
EURUSD,,https://www.investing.com/currencies/eur-usd;
REPCON,,https://www.boerse-frankfurt.de/bond/xs0334989000;
PEMEX48,,https://www.boerse-frankfurt.de/bond/us71654qcl41;
